event_id,date,state,latitude,longitude,rainfall_24h,soil_moisture,landslide
256,2007-09-10,Sikkim,27.3425,88.6236,26.5,0.429,1
9335,2016-05-18,Assam,24.5202,92.7239,28.0,0.42,1
7279,2015-07-24,Manipur,24.9818,93.5142,20.2,0.427,1
6288,2014-09-22,Assam,26.1985,91.7998,55.8,0.485,1
258,2007-09-11,Manipur,24.4279,94.0564,5.0,0.432,1
5338,2013-08-16,Assam,26.8727,94.9275,16.4,0.443,1
6143,2014-07-14,Mizoram,23.7327,92.7463,19.1,0.425,1
4908,2013-06-08,Sikkim,27.3721,88.708,16.4,0.428,1
9124,2016-07-19,Meghalaya,25.203,90.5573,16.6,0.466,1
9338,2016-05-18,Assam,24.4638,92.4943,31.7,0.427,1
2421,2010-09-13,Mizoram,23.75406693,92.74128531,14.2,0.42,1
8901,2016-07-10,Nagaland,25.7902,94.1318,17.9,0.478,1
2283,2010-08-19,Manipur,24.8961,93.4957,4.4,0.419,1
4552,2012-09-14,Sikkim,27.0377,88.3603,109.7,0.426,1
6016,2014-05-09,Assam,24.8669,92.3576,53.9,0.481,1
7780,2015-08-26,Mizoram,23.3572,92.7878,7.6,0.415,1
6283,2014-09-22,Assam,26.1314,91.7548,55.8,0.482,1
8930,2016-07-11,Nagaland,26.1699,94.4922,10.2,0.482,1
869,2008-10-29,Assam,27.2333,94.1167,0.0,0.355,1
285,2007-09-29,Mizoram,24.1293,92.6921,16.7,0.422,1
3662,2011-06-28,Manipur,25.03561729,94.0144205,8.6,0.476,1
8339,2015-09-23,Assam,26.1666,91.7042,30.3,0.465,1
9186,2016-07-25,Manipur,25.48,94.1383,16.6,0.489,1
7253,2015-07-22,Assam,24.7979,92.9974,37.5,0.456,1
6286,2014-09-22,Assam,26.1044,91.7082,37.1,0.482,1
594,2008-06-19,Manipur,24.9336,93.8275,15.6,0.47,1
7383,2015-08-01,Manipur,23.899,94.1434,15.0,0.489,1
8900,2016-07-07,Manipur,25.0118,94.3136,2.8,0.416,1
7666,2015-08-11,Manipur,25.1019,93.3729,3.6,0.467,1
2113,2010-07-21,Sikkim,27.3773,88.559,53.9,0.429,1
7701,2015-08-19,Nagaland,25.6278,94.1051,22.4,0.478,1
2422,2010-09-13,Mizoram,23.74182634,92.7141905,14.2,0.421,1
6513,2014-08-14,Tripura,23.0137,91.7174,11.2,0.472,1
4990,2013-06-27,Sikkim,27.3765,88.7628,24.4,0.426,1
6106,2014-06-26,Assam,26.1407,91.7645,27.8,0.492,1
3965,2011-09-06,Assam,24.808,93.117,8.9,0.421,1
6969,2015-06-16,Meghalaya,25.5114,90.215,24.4,0.476,1
8684,2016-07-07,Assam,25.9611,91.3681,27.2,0.471,1
1596,2010-03-27,Manipur,24.7339,93.9161,2.5,0.176,1
1771,2010-04-20,Assam,26.1978,91.7665,50.4,0.474,1
7364,2015-07-31,Manipur,24.819,94.3551,63.1,0.429,1
6968,2015-06-13,Meghalaya,25.463,92.2121,40.2,0.466,1
7373,2015-08-01,Manipur,24.9111,94.4759,10.6,0.423,1
1935,2010-06-03,Tripura,23.8986,91.7599,6.2,0.41,1
7276,2015-07-25,Assam,26.1062,91.8717,1.3,0.481,1
6293,2014-10-20,Meghalaya,25.5006,90.0896,0.2,0.434,1
4858,2013-05-11,Assam,26.1662,91.7138,21.7,0.494,1
6284,2014-09-22,Assam,26.1324,91.8342,55.8,0.482,1
4394,2012-06-07,Sikkim,27.1748,88.6458,3.5,0.379,1
9251,2016-07-28,Nagaland,25.8702,94.7844,3.6,0.488,1
7699,2015-08-19,Nagaland,26.0214,94.5224,27.3,0.487,1
7664,2015-08-11,Manipur,24.7459,93.4251,4.7,0.415,1
7589,2015-08-19,Meghalaya,25.2568,92.3825,51.9,0.476,1
7887,2015-08-16,Arunachal Pradesh,27.8835,96.9262,12.6,0.425,1
9404,2016-05-01,Arunachal Pradesh,28.0822,96.5316,7.0,0.422,1
6287,2014-09-22,Assam,26.1295,91.7056,55.8,0.482,1
2296,2010-08-20,Sikkim,27.167,88.3652,34.6,0.423,1
1125,2009-08-26,Sikkim,27.3746,88.7648,12.4,0.425,1
8995,2016-07-14,Assam,26.1963,91.8074,10.0,0.492,1
2567,2010-10-08,Manipur,25.6633,94.4703,26.2,0.49,1
3794,2011-07-17,Sikkim,26.99195749,88.42280921,19.8,0.422,1
6285,2014-09-22,Assam,26.159,91.8178,55.8,0.485,1
868,2008-10-29,Assam,26.3333,91.25,0.0,0.456,1
5476,2013-09-07,Sikkim,27.3736,88.7323,1.4,0.406,1
1127,2009-08-27,Assam,25.1718,93.123,7.3,0.488,1
5603,2013-10-13,Manipur,25.426,94.6024,0.0,0.371,1
7933,2015-09-01,Assam,26.1868,91.6739,35.3,0.473,1
3837,2011-07-24,Assam,26.5836,93.0038,8.9,0.498,1
220,2007-08-31,Manipur,25.1333,93.9667,7.5,0.483,1
7372,2015-07-31,Manipur,25.0634,94.3415,52.0,0.453,1
2570,2010-10-08,Manipur,24.837,93.9128,25.3,0.481,1
126,2007-07-16,Sikkim,27.1499,88.38,17.3,0.416,1
1168,2009-09-17,Sikkim,27.1954,88.6115,11.8,0.412,1
714,2008-08-14,Assam,27.163,94.0,10.8,0.413,1
6110,2014-06-27,Assam,26.1619,91.7697,7.1,0.489,1
247,2007-09-08,Manipur,25.0604,93.9877,21.5,0.489,1
4407,2012-06-13,Assam,25.0951,92.3567,12.8,0.472,1
6292,2014-09-23,Assam,25.7238,89.9032,7.1,0.41,1
545,2008-05-20,Assam,24.9849,92.8411,18.9,0.441,1
7265,2015-07-22,Manipur,25.5007,93.9854,21.8,0.44,1
2436,2010-09-16,Mizoram,24.3069,93.125,13.9,0.424,1
7727,2015-08-20,Nagaland,25.6263,94.1057,39.7,0.474,1
7334,2015-08-18,Arunachal Pradesh,28.1737,94.7596,44.4,0.429,1
6200,2014-08-17,Arunachal Pradesh,27.0869,93.6086,3.2,0.496,1
7778,2015-08-26,Mizoram,23.8447,93.0514,15.3,0.421,1
6290,2014-09-23,Meghalaya,25.5772,91.8666,125.6,0.487,1
4403,2012-06-10,Manipur,24.8142,93.5444,11.4,0.412,1
5429,2013-09-01,Sikkim,27.3425,88.2426,35.4,0.43,1
2140,2010-07-25,Assam,25.0477,92.801,9.3,0.462,1
9142,2016-06-14,Nagaland,26.3185,94.5247,10.3,0.459,1
6107,2014-06-26,Assam,26.1844,91.7896,27.8,0.477,1
255,2007-09-10,Manipur,24.2451,94.0691,4.1,0.434,1
7660,2015-08-12,Nagaland,25.6237,94.1136,13.2,0.499,1
4556,2012-09-16,Sikkim,27.1675,88.3651,70.3,0.434,1
7389,2015-08-01,Manipur,24.4072,94.0644,33.3,0.435,1
2437,2010-09-16,Mizoram,23.7527,92.694,13.0,0.424,1
7371,2015-08-01,Manipur,23.9939,94.0573,16.4,0.465,1
7923,2015-09-01,Assam,26.49349035,91.72137514,12.3,0.486,1
2182,2010-07-31,Manipur,24.9356,93.8443,10.0,0.473,1
1954,2010-06-07,Manipur,24.7543,93.5039,10.2,0.416,1
6963,2015-06-19,Mizoram,23.7131,92.7362,8.6,0.396,1
7590,2015-08-19,Meghalaya,25.1416,92.3807,51.9,0.466,1
1222,2009-10-05,Mizoram,23.73478778,92.72124394,28.3,0.427,1
8222,2016-06-22,Assam,26.1961,91.7825,11.7,0.478,1
7706,2015-08-19,Meghalaya,25.0728,92.3636,66.6,0.466,1
9620,2016-10-15,Sikkim,27.172,88.5292,0.0,0.391,1
8224,2015-09-14,Mizoram,23.7313,92.7187,10.7,0.423,1
4241,2012-03-04,Manipur,25.1604,93.6795,1.1,0.297,1
755,2008-08-28,Sikkim,27.337,88.609,76.1,0.432,1
1756,2010-04-17,Sikkim,27.322,88.6087,4.7,0.388,1
9334,2016-05-18,Assam,24.5204,92.7264,28.0,0.42,1
8237,2016-07-01,Arunachal Pradesh,27.0136,92.6351,25.6,0.461,1
4859,2013-05-11,Assam,26.1771,91.7599,21.7,0.485,1
3916,2011-08-13,Assam,25.7713,93.8067,26.6,0.466,1
5250,2013-08-01,Arunachal Pradesh,27.8837,93.0515,17.7,0.42,1
3805,2011-07-19,Sikkim,27.05374234,88.42572376,140.2,0.431,1
3738,2011-07-06,Manipur,24.8063,93.9482,0.8,0.487,1
2426,2010-09-13,Mizoram,22.7176,92.8416,19.6,0.426,1
7266,2015-07-22,Manipur,25.5098,93.8794,21.8,0.431,1
1129,2009-08-30,Manipur,24.8628,94.4182,12.3,0.423,1
2166,2010-07-29,Assam,24.9786,93.5027,35.6,0.426,1
213,2007-08-26,Assam,25.2946,92.8339,77.9,0.491,1
4426,2012-06-22,Assam,26.1226,91.7162,53.8,0.481,1
8366,2015-09-23,Meghalaya,25.583,91.893,50.4,0.483,1
1934,2010-06-03,Assam,24.6005,92.3814,3.1,0.452,1
7655,2016-04-22,Arunachal Pradesh,27.5799,91.8569,29.8,0.427,1
9464,2016-08-05,Arunachal Pradesh,27.5754,91.9754,6.8,0.414,1
580,2008-06-09,Manipur,24.6596,93.9784,8.6,0.489,1
8996,2016-07-14,Assam,26.1768,91.7702,10.0,0.492,1
7138,2015-07-07,Sikkim,27.0816,88.4397,2.6,0.408,1
4857,2013-05-11,Mizoram,23.7281,92.7175,6.4,0.397,1
6945,2015-06-19,Manipur,25.16,93.686,1.8,0.401,1
4860,2013-05-11,Assam,26.1016,91.6906,29.0,0.491,1
4845,2013-05-07,Mizoram,24.2315,92.6755,47.1,0.419,1
1770,2010-04-20,Assam,26.1965,91.763,50.4,0.474,1
7728,2015-08-22,Assam,26.1028,91.8806,28.2,0.481,1
7836,2015-08-27,Mizoram,24.042,92.6724,6.8,0.417,1
4798,2013-04-07,Arunachal Pradesh,28.8254,96.1509,0.7,0.386,1
7388,2015-08-01,Manipur,24.416,94.0984,33.3,0.435,1
9619,2016-10-15,Sikkim,27.1695,88.3664,2.1,0.412,1
7591,2015-03-19,Assam,25.0318,92.4584,0.0,0.256,1
9232,2016-07-28,Mizoram,23.5397,93.3783,3.1,0.412,1
4434,2012-06-25,Assam,26.1049,91.7369,36.9,0.485,1
4378,2012-06-02,Arunachal Pradesh,28.8254,96.1517,22.9,0.428,1
7214,2015-07-15,Arunachal Pradesh,27.36,93.0385,88.3,0.427,1
5582,2013-10-06,Assam,26.1309,91.8383,24.5,0.501,1
3556,2011-05-31,Manipur,25.1555,93.8474,93.7,0.428,1
2423,2010-09-13,Mizoram,23.73504471,92.71060943,14.2,0.421,1
3532,2011-05-24,Assam,25.0888,92.8551,17.3,0.48,1
2345,2010-08-27,Sikkim,27.3392,88.6188,28.9,0.428,1
7956,2015-09-05,Meghalaya,26.048,91.8695,3.5,0.492,1
2425,2010-09-13,Mizoram,23.3439,93.0748,18.8,0.426,1
6970,2015-06-16,Meghalaya,25.5084,90.2191,24.4,0.476,1
5312,2013-08-11,Assam,26.7103,94.693,26.4,0.473,1
1929,2010-05-31,Sikkim,27.3543,88.6428,3.5,0.404,1
2568,2010-10-08,Assam,24.7679,93.4108,29.9,0.429,1
7409,2015-08-02,Nagaland,25.72,94.6219,4.4,0.489,1
9219,2016-07-26,Nagaland,26.0101,94.5282,1.5,0.459,1
8223,2015-09-14,Mizoram,23.7348,92.7187,10.7,0.423,1
7336,2015-08-19,Meghalaya,25.2193,90.5549,58.0,0.479,1
9252,2016-07-28,Arunachal Pradesh,27.5748,91.8644,8.4,0.42,1
7665,2015-08-11,Manipur,24.7016,93.5291,4.7,0.413,1
1994,2010-06-16,Assam,25.0633,92.8025,12.2,0.497,1
7374,2015-08-01,Manipur,25.1122,94.3591,15.8,0.423,1
4446,2012-07-05,Arunachal Pradesh,28.9986,94.8885,69.1,0.429,1
269,2007-09-18,Sikkim,27.2872,88.2816,3.0,0.409,1
2205,2010-08-06,Mizoram,23.7365,92.7146,17.2,0.422,1
4610,2012-11-11,Mizoram,23.7705,92.5217,0.0,0.365,1
6112,2014-06-28,Assam,26.1964,91.7652,4.5,0.454,1
7390,2015-08-01,Manipur,24.4265,94.1913,16.6,0.424,1
2420,2010-09-13,Mizoram,23.72988966,92.71495623,14.2,0.421,1
264,2007-09-13,Assam,26.1833,91.8,6.7,0.485,1
251,2007-09-09,Sikkim,27.1667,88.35,25.2,0.426,1
6214,2014-10-05,Meghalaya,25.9702,91.8587,0.0,0.438,1
4411,2012-06-14,Sikkim,27.339,88.6065,20.3,0.418,1
7384,2015-08-01,Manipur,23.9278,94.0906,16.4,0.489,1
211,2007-08-26,Manipur,24.9667,93.55,68.7,0.427,1
4384,2012-06-03,Assam,25.1775,93.0123,183.9,0.48,1
4383,2012-06-03,Assam,25.3056,93.1265,148.6,0.476,1
7375,2015-08-01,Manipur,25.1941,94.4481,8.4,0.446,1
4861,2013-05-12,Assam,24.9926,93.4946,4.4,0.423,1
7972,2015-08-28,Mizoram,23.4495,92.8112,1.3,0.406,1
3831,2011-07-22,Manipur,24.7992,93.948,11.0,0.486,1
5584,2013-10-06,Assam,26.1665,91.7049,24.5,0.483,1
7387,2015-08-01,Manipur,24.954,94.2156,15.8,0.469,1
2573,2010-10-09,Assam,25.1796,93.0083,57.9,0.487,1
9010,2016-07-16,Arunachal Pradesh,27.3034,93.804,27.1,0.448,1
6331,2014-09-08,Nagaland,25.9466,94.6279,5.4,0.5,1
1987,2010-06-15,Assam,25.2269,93.1658,8.1,0.468,1
7910,2015-08-01,Manipur,24.3481,94.1146,17.3,0.435,1
6775,2015-02-14,Assam,26.1468,91.6469,0.3,0.249,1
6786,2015-02-19,Assam,24.6108,92.562,0.7,0.132,1
6291,2014-09-21,Meghalaya,25.7354,90.3852,10.1,0.463,1
6213,2014-09-24,Meghalaya,25.8143,90.5763,4.7,0.467,1
9336,2016-05-18,Assam,24.5308,92.5121,31.7,0.427,1
9604,2016-10-12,Sikkim,27.2676,88.2891,121.6,0.425,1
7837,2015-08-27,Mizoram,23.7269,92.7265,4.1,0.415,1
7267,2015-07-22,Manipur,25.3908,94.0926,21.8,0.493,1
4848,2013-05-08,Tripura,24.0896,91.4663,57.9,0.429,1
9122,2016-07-20,Assam,26.1966,91.802,19.0,0.475,1
2574,2010-10-09,Assam,25.4749,93.1477,36.5,0.484,1
6282,2014-09-22,Assam,26.1097,91.7747,37.1,0.482,1
6289,2014-09-22,Assam,26.1001,91.6849,37.1,0.482,1
9087,2016-07-19,Arunachal Pradesh,28.235,94.9612,22.2,0.428,1
130,2007-07-19,Assam,26.1699,91.7986,12.5,0.475,1
